n,j,C_n_j,parking_functions
33,4,6013814388832683747612267788338211264391188316160,10170102859315411774579628461341138023025901305856
33,5,5786761667337354878994803556445501796157552614271,10170102859315411774579628461341138023025901305856
33,6,5640068349017127935133506014207514319285198520320,10170102859315411774579628461341138023025901305856
33,7,5537442373920497352154356351765005173432286767651,10170102859315411774579628461341138023025901305856
33,8,5461420189533488876378570529198752151168603914240,10170102859315411774579628461341138023025901305856
33,9,5402590046095226648009461853820182293591185404295,10170102859315411774579628461341138023025901305856
33,10,5355439373557102468048417095396497710806577709056,10170102859315411774579628461341138023025901305856
33,11,5316524315366843943930906453848296090178670983303,10170102859315411774579628461341138023025901305856
33,12,5283577679818088453349421544219193633932656508928,10170102859315411774579628461341138023025901305856
33,13,5255038711896860856763479400914480291444403010923,10170102859315411774579628461341138023025901305856
33,14,5229788826901908232797454931718466798049589985280,10170102859315411774579628461341138023025901305856
33,15,5206994718430742816144721097253521712722962398991,10170102859315411774579628461341138023025901305856
33,16,5186010397602228919640496488113437078778374258688,10170102859315411774579628461341138023025901305856
33,17,5166312800627458031039932989578941675735868126243,10170102859315411774579628461341138023025901305856
33,18,5147456853240380162361668600072058494285437206528,10170102859315411774579628461341138023025901305856
33,19,5129041573939081059527466986034607906494345156865,10170102859315411774579628461341138023025901305856
33,20,5110681669282828550271797900822671224976311320576,10170102859315411774579628461341138023025901305856
33,21,5091980338771061655655555060620847958294743591773,10170102859315411774579628461341138023025901305856
33,22,5072499137569275766412564527554249343974756057088,10170102859315411774579628461341138023025901305856
33,23,5051719741924722849606065730496488105367387155113,10170102859315411774579628461341138023025901305856
33,24,5028989823588986776764712074575111951259323596800,10170102859315411774579628461341138023025901305856
33,25,5003439603285889621306731418840068507144676839061,10170102859315411774579628461341138023025901305856
33,26,4973843728839685968218839044852504174091229462528,10170102859315411774579628461341138023025901305856
33,27,4938376695972367835314272991365248455393224181869,10170102859315411774579628461341138023025901305856
33,28,4894146907876669748638732986363328794540069879808,10170102859315411774579628461341138023025901305856
33,29,4836227904854594652594609433114572347108450206585,10170102859315411774579628461341138023025901305856
33,30,4755404212727210663767360673002926758634712989696,10170102859315411774579628461341138023025901305856
33,31,4632046128832063470364373157841071630838254391141,10170102859315411774579628461341138023025901305856
33,32,4415074687659072307593378307253022124690638897152,10170102859315411774579628461341138023025901305856
33,33,3912425457204879631503516058626198046646581314561,10170102859315411774579628461341138023025901305856
34,1,900006121921754037511662394623272120952606201171875,900006121921754037511662394623272120952606201171875
34,2,642727081419375271173842788483787956829620355033778,900006121921754037511662394623272120952606201171875
34,3,567363878047445859834559301818184426529421640654786,900006121921754037511662394623272120952606201171875
34,4,532306323517080528629511942790760515377591234932179,900006121921754037511662394623272120952606201171875
34,5,512234106711786638631997436773963272571563720703125,900006121921754037511662394623272120952606201171875
34,6,499272243616756375495497528002688683749192616132210,900006121921754037511662394623272120952606201171875
34,7,490210124622485228915676291155433966455722735391252,900006121921754037511662394623272120952606201171875
34,8,483503011871493479310115065673217411875051687726149,900006121921754037511662394623272120952606201171875
34,9,478318563305685087012020851544668420464615476869751,900006121921754037511662394623272120952606201171875
34,10,474169444815058998236908288393169641494750976562500,900006121921754037511662394623272120952606201171875
34,11,470751399895371975112975305037573797673070128480950,900006121921754037511662394623272120952606201171875
34,12,467864348576967223631949194385777510479778284022695,900006121921754037511662394623272120952606201171875
34,13,465370811151826570683173440928724433707316557619465,900006121921754037511662394623272120952606201171875
34,14,463172561178870265181995006212600513276687789278310,900006121921754037511662394623272120952606201171875
34,15,461196788818283616806219943799078464508056640625000,900006121921754037511662394623272120952606201171875
34,16,459387493530252777471399529683804575722397015287225,900006121921754037511662394623272120952606201171875
34,17,457699869568565481233464620811877258431937192725515,900006121921754037511662394623272120952606201171875
34,18,456096447036854107979073654974858048321944031478680,900006121921754037511662394623272120952606201171875
34,19,454544261408296943508485680536462826880155798088170,900006121921754037511662394623272120952606201171875
34,20,453012589284537428705442450824193656444549560546875,900006121921754037511662394623272120952606201171875
34,21,451470918874153077275651054848345972703922742430525,900006121921754037511662394623272120952606201171875
34,22,449886869102692756457136648589576351817771602914970,900006121921754037511662394623272120952606201171875
34,23,448223745668341004177231790200851918496812756870140,900006121921754037511662394623272120952606201171875
34,24,446437312002265346655382433295609191979058090216685,900006121921754037511662394623272120952606201171875
34,25,444471106572841723992141067213378846645355224609375,900006121921754037511662394623272120952606201171875
34,26,442249130817957654365720778808704361804478964864300,900006121921754037511662394623272120952606201171875
34,27,439663670619334177305192276236429275172199751353182,900006121921754037511662394623272120952606201171875
34,28,436553669656187235444906754357285713354420597161359,900006121921754037511662394623272120952606201171875
34,29,432663478490904477575971499342886159127029318090801,900006121921754037511662394623272120952606201171875
34,30,427557044968390073979664957849308848381042480468750,900006121921754037511662394623272120952606201171875
34,31,420418218016672396095738110096197251768651967961040,900006121921754037511662394623272120952606201171875
34,32,409508095612680353031378141975759704488213762699233,900006121921754037511662394623272120952606201171875
34,33,390301506047344673808939152132774897708969610833171,900006121921754037511662394623272120952606201171875
34,34,345783497216724000335707367685598692782880644399104,900006121921754037511662394623272120952606201171875
35,1,82089011515213367907186323883068205046425814529212416,82089011515213367907186323883068205046425814529212416
35,2,58627598910067871927536230286973564896164875419516928,82089011515213367907186323883068205046425814529212416
35,3,51756476754790408297813047233548185713545787801723145,82089011515213367907186323883068205046425814529212416
35,4,48560932122100919261604932311076448643102292765048832,82089011515213367907186323883068205046425814529212416
35,5,46731921195858975171328296364559434557188950875805040,82089011515213367907186323883068205046425814529212416
35,6,45551340728945127169538688931789786277081725142040576,82089011515213367907186323883068205046425814529212416
35,7,44726443368942587065979210926945241279586913362192504,82089011515213367907186323883068205046425814529212416
35,8,44116393243667610679711337270806846627264541524754432,82089011515213367907186323883068205046425814529212416
35,9,43645318133872196771485439268261245485742320378890960,82089011515213367907186323883068205046425814529212416
35,10,43268808695266065804346484044489626828635829908275200,82089011515213367907186323883068205046425814529212416
35,11,42959153620283384712459797378025144949702000130280636,82089011515213367907186323883068205046425814529212416
35,12,42698146368199413332299996874725114445898698339647488,82089011515213367907186323883068205046425814529212416
35,13,42473295782100669757560735314462496010644814601329008,82089011515213367907186323883068205046425814529212416
35,14,42275699452079628652516240110340142447442442120593408,82089011515213367907186323883068205046425814529212416
35,15,42098784978846142431860866273167768024404789377749960,82089011515213367907186323883068205046425814529212416
35,16,41937529074882138402933815824959983930913713968644096,82089011515213367907186323883068205046425814529212416
35,17,41787951003766418307156908517309071132571208926331728,82089011515213367907186323883068205046425814529212416
35,18,41646768206436447052121196412066852765101782684663808,82089011515213367907186323883068205046425814529212416
35,19,41511148837339287656556130297916577544173421873162038,82089011515213367907186323883068205046425814529212416
35,20,41378520673695207211728560979657021115512100560568320,82089011515213367907186323883068205046425814529212416
35,21,41246408770727338573250377767773363682380156010837456,82089011515213367907186323883068205046425814529212416
35,22,41112280100659526318191108256834431766868838588612608,82089011515213367907186323883068205046425814529212416
35,23,40973374172459062725070438695820494572268719949044808,82089011515213367907186323883068205046425814529212416
35,24,40826494336785515582930973574377060156183198541283328,82089011515213367907186323883068205046425814529212416
35,25,40667723242578086021109891532183886083585997016119280,82089011515213367907186323883068205046425814529212416
35,26,40492002693080739224131315792237216110504480620937216,82089011515213367907186323883068205046425814529212416
35,27,40292471396886802430508774050435721100462143176150076,82089011515213367907186323883068205046425814529212416
