n,A225114,connected_A006958
296,125630945957509254784696093727040273475361876477760337980002334978627843140362515715690750656648975491316234343652505449561078464715786606584603339,113401563662244960570636669772344960300279205216504944082392233047350112947425188692012010064541257321342052
297,393092102823673274024735431277293601806414565491461113989873280473201311343357102686619067468872566832555886766497569737188000780929167808549476180,261859927196514874762148496806382112139206838292592823803024681892133480772692645089566568440195650711469273
298,1229962889514493998447544259256592809322248130655610258524469013194526999405448373123624320527993788245647227214562985412182337520043371383738880304,604670863936186118636181449129194156006427442786371302432610440708984027627509801346442202953456405201478591
299,3848484105165129641140929415879452567872938317434789998047717315536828393928683864688931546679713917212017555651933149768620335858296922285247854100,1396268828177539790353503834902289054231823618196047818849805332922284139450475863024345668811216759280438452
300,12041688439522724648733766220987413818588499860895129504399845010974710292904200596680297594310082890469804935073490444097712560879200719170386451549,3224178237809102476608466135804766328007485976500270596332299700219539056157726580398500273690671731382367751
301,37677759999040847396851342396148647443476152685066813455536821323712361500148766945506067732532768578576145884812947626831023389038737406936025114079,7445074400701304215147554116144887248299098447722446550040811153654091030712237433338965323714576210359854761
302,117891573567534462718342287115267069419323614276222115217209901545056244344224150273336820028344804877170233422072398975341303663153844261956047486190,17191708628876285690700536162793594094329325471794164525064465013607358984873475357487000243311804662243515557
303,368876045672120604427954855203843631796826719347279245327701153133320506351489227527725145034478304986068919666760858856301303278038616728073008152770,39698037880231114631318286850535753281117210879792810358283481461481059881292433226842085139115540540007157800
304,1154192220470724776757281908506550193311049969887487572166001373689635859471836185810659973113176343994446281643630789780961087215487887973619109880756,91668271348737570908957817489245504866546382435581200140237966932124182464945022750602331795969861205937937863
305,3611401980217621528213858900026453938636444721311532690778566844452270306054983961854552083680992634404104491056083116395695202763862016159844146127938,211674743155261967504634136168564574531549311547492854498250451309824904954049158125485528341050917821511566414
306,11299871920294722094682859180815001458987207197236599242795352443237037160227370214851172523503945631065774084288476730980492633066501953150267489247018,488786318653135387509551580565751994608315180646563724831564432568251818679567559400452118881384897451048585156
307,35356658193827196233422891903074439629458857254909932584089414236833167868089928314288177091726856699537046172209817544267533721171989012499618557731244,1128675352293892006700317107475754679135603068508748244466929989490948059004079439323018801971457860597827476507
308,110628977695750998404051793380841711167183652445023020522371029740003126790962012914521377184100453644602646310601020836509128789616242496868353603473419,2606267815322718367900040064951728270500204964316130446121894336795025700631842762394273346643769321880082078100
309,346151795198328415257720432868641503492394971710098939497310429717858521517350444459477488120535513522476685521166794612883905147807500857303847806544050,6018233596916843513784285919099348106266782103327585752394216592258900262134801260527782006414509337827443692949
310,1083089329891073803283698222478565739698334378344764377938995703851566268754233490064963946176617339329694024406890280098422852483090228633998446990934246,13896935462318883663723338575548479769339660099961063551318626976760157379613133737617607222679485111328027908089
311,3388925069280010981172537114393124643540795534532243621666980204934449220355706451815252424816212226712174144224932995025149027305501729940078810104229756,32089950005063695489296144979911817666473640676968046826680329207936785781007228444389684019386393342910061496613
312,10603754287145967778921053763272133525803815555268714409169617365395334231355650922250046386891450545923406593164289550659521377428063069156023453549460572,74100142014738684075428651110325419576547572010166977487069674949200897000468157592272780578965584299634363343353
313,33178545610645407333348949792378788074458649163724950256360490539902438010875185722064899887308140171995277076135632207778748674458251207879470899875333300,171107497697503576718144869347101271337847200503826532478704933716498496979187630843390034262618962263156291484980
314,103813786987888184878826429717522022987370244308343751576650925353510801928160548816068748960506491190248885198039185533469902946482508109748452268259686738,395110926541514275195915949496764953836163254761769066099143178035867629921963555002952359213821967353132922860464
315,324827450101028590307538429818511522564342116996831485503924089522273055164238709432855703276621194004538445541300061753138000066447930731806076310195265413,912365889123580708936816146864564841421488045040328993162361650293795272071311846614255680605270951492445108248894
316,1016366663817458695260511542531626935492863875077934667693848988072436279350773447429724126810812693228977089564059680203333329243920708667693593450503682870,2106779285813551280545844834288965165191893208512056029120024379925528757039350027608329673640557478407204928636304
317,3180153632330471651078175083900000127869858821721702498998133372025527213459682060892226954564523770776589327637087309426970754691967408252888016213916478969,4864845356501328117842284052964502659890133800548399162367251590446179645294587807272892381954265447016078965133050
