n,primitive_orbits,B_n,twelve_B_n,proved_divisor
899,117527656107278233427768361203589708098863558089856486684235975898294792561670779137240096479874592185471197401409291032656232966980202120832088340586988762686320302563597361311173577446989234990575669933838767936500073945257672408186984519710987413963634181130548919916527725253097370723800981113081934006356236865790877104361913332214405826400806000806839468302258191451034875274027477108166379690764843580062170139722907855516057478318153087303440256692072654455557927806010094285547789891313385461840532132214017958958830600547503480983904797653366381216677465959267149638564752835012886606563214871458487383316198723,145418845197269285026581705792976880873524727252077746357943105611468919936588520847215106736906527194931950593242635226455093432178631455333621636928175989248120582087373513904552923650167761473415239443948681004477937969957563042098419229512197354326008234499275452414099617858796723493043167619295118425189076561141197677758272177607310342848877941015712017557833003734262733248322480556404136707038030861211716070288093995820417790027670204940899920554506433988027641398624963697827384389914619583297387818394208815577845858329182320962118084057513392357442599006023439266425991597403228412935909348613138790123,1745026142367231420318980469515722570482296727024932956295317267337627039239062250166581280842878326339183407118911622717461121186143577464003459643138111870977446985048482166854635083802013137680982873327384172053735255639490756505181030754146368251912098813991305428969195414305560681916518011431541421102268918733694372133099266131287724114186535292188544210693996044811152798979869766676849640484456370334540592843457127949845013480332042459290799046654077207856331696783499564373928612678975434999568653820730505786934150299950187851545417008690160708289311188072281271197111899168838740955230912183357665481476,808201
900,581669695782106719662836713271358708997153721473473553818971988394869157079158081773910921048422527655820187780048059792576788266656316197832594136375778333075896156407190720188631915209959604542866173363856432119889063187707764651446356460956674114030838195125158743028174248787654891002892107187087074943261772270660376879927747346882268711895384796583982381269486390603184292519660899540040337666603312450601896981472413406426950346788711674267749951880591602897303437184187374929248179690958533001306353051364518364266401348556098693431325573268739906373896447921452355445381804415380604978542250859649821847089705000,4308664413200790516021012690898953399978916455359063361622014728850882645030800605732673489247574278932001390963318961426494727901157897761722919528709469133895527084497709038434310483036737811428638321213751349036215282871909367788491529340419808252080282926853027726134624065093739933354756349533978332913050164967854643555020350717646434902928776270992462083477676967430994759404895552148446945678543055189643681344240099306866298865101567957538888532448826688128173608771758332809245775488581725935602615195292728624195565544859990321713522764953628936102936651270017447743568921595411888729942598960369050719183/6,8617328826401581032042025381797906799957832910718126723244029457701765290061601211465346978495148557864002781926637922852989455802315795523445839057418938267791054168995418076868620966073475622857276642427502698072430565743818735576983058680839616504160565853706055452269248130187479866709512699067956665826100329935709287110040701435292869805857552541984924166955353934861989518809791104296893891357086110379287362688480198613732597730203135915077777064897653376256347217543516665618491550977163451871205230390585457248391131089719980643427045529907257872205873302540034895487137843190823777459885197920738101438366,67500
901,2878813996840218784028119889387977138032014668642361512552122839605556108083713361256242849601057567964838986052232286823637932692556793807656729140982223849006515301809047333801354550724088722119799900813266322255633487330306460424578766970913603323410380426471406980109049549801123112292871555214447025416323137615625362476381774683546631227784472457679896473370674783622761770793766487427886437802994112476908475511101137265037013441475923990727455174034238118717487373207885349807983254702477308238707061228024882204166404741749304196878396937586489229256016593211749342113925297701703113479814743098362631438049947641,3546206517163958635217399201760009088473671095061919747021896794418282446170568108756016375443067411797766923238863079527664948297127983098883506106770284649817523385422101394062528317560693719421138802259748783575819058279438508236105605894687987971695502255443645647281845612164955589230453713674221915735904658426911721562774343322497300727375887018715050207342285589230318478042976649976886500266683722337011749814426364669465809282664007547080448501583809478822380575052119115162439138043039252524580606858115329008176147530921129928243987057895333005571582928835699071710832208511326191369331576455760255823841,42554478205967503622608790421120109061684053140743036964262761533019389354046817305072196505316808941573203078866356954331979379565535797186602073281243415797810280625065216728750339810728324633053665627116985402909828699353262098833267270736255855660346027065323747767382147345979467070765444564090662988830855901122940658753292119869967608728510644224580602488107427070763821736515719799722638003200204668044140997773116376033589711391968090564965382019005713745868566900625429381949269656516471030294967282297383948098113770371053559138927844694743996066858995146028388860529986502135914296431978917469123069886092,811801
902,14247923518556108892491793457481565340152411245594509175434780529563642107145474086282341937425364954120371899278551413417069452693263707019322273135259890534042771870421799192496619491742528630473405757233393887653193736368236203561555079624821595855768870697280299730373154331983173913310373501275395797122990384910411723522576068799385631172341987167828057401083700990983234505666270415576555379190257342168633425081742857239770003307789831193524177193416844033348061186913326793290172707980117752822939198599319533963753488329261514993137916431827127254618692819427571527661105373745280482763892437199901092392717032470,35024221902930931737041099742581318037159136989480162770671679415449388417818678586345057146782378046618187470264530197533614516873721631209586661656677918333839980802507851958684125180659211681538944639488974704286590863290338306010184511444932905580033703613257308789959622450192412803551539818573644665274483372526220922027364833013076708502765441585410242331856040508609187038574713043634385718826990383942638986734929664160377784051675830486389391383072954492229785465443451097315580326498192616611863261732537042501643276899478161349103289639252332227026152328227421516268615625649039293720022116901836992917235/2,210145331417585590422246598455487908222954821936880976624030076492696330506912071518070342880694268279709124821587181185201687101242329787257519969940067510003039884815047111752104751083955270089233667836933848225719545179742029836061107068669597433480202221679543852739757734701154476821309238911441867991646900235157325532164188998078460251016592649512461453991136243051655122231448278261806314312961942303655833920409577984962266704310054982918336348298437726953378712792660706583893481958989155699671179570395222255009859661396868968094619737835513993362156913969364529097611693753894235762320132701411021957503410,203401
903,70516434546856896316760903172322074908163814591423666164166490858922598632129618712192529429067334345364982048005637051205290098887564238636767628296755893856204770591653515325452835541237631108115627691788018033914699958670487427799506875352039194881106526971559824501942945632593175213057584879920202705360244262281095158254569807833804745866360398319535614089854705345542221702168575350369198921632394952416734287633757816818304813634614963155146034341838817428559252688553447580385285106738565008634507894412627456011395604184042409179168916584381914784840781575819985386653631557578355248254403106699884282706580825369,259439500472242382596074742266722865119825074011043535811475557145883594486188963007003342233409249880851138685024216256646505369284239830453555068548749991192903575720847508399292265137756504189120898929695470741363045877604321614549901492448719090227504946492716506079561099887025438325027997777508720306104951977281689893984134861770490928600348040012566506219043591665810243824271900421883492535521664412889976518411341364217116123201785716696085158522307764920031245749875636326255726046947844610377765861350417236054773509431619257988943891658230096006448720491753164559087396230278382682510506163286955194411323/3,1037758001888969530384298969066891460479300296044174143245902228583534377944755852028013368933636999523404554740096865026586021477136959321814220274194999964771614302883390033597169060551026016756483595718781882965452183510417286458199605969794876360910019785970866024318244399548101753300111991110034881224419807909126759575936539447081963714401392160050266024876174366663240975297087601687533970142086657651559906073645365456868464492807142866784340634089231059680124982999502545305022904187791378441511063445401668944219094037726477031955775566632920384025794881967012658236349584921113530730042024653147820777645292,271803
904,349003606050168326335747515762154720329590632777671542836417385713649917959941633505768482013150805862349055987311638015090584648820166519371027962783650483944268261112313768887711493169367763291247662289269796232653022938415988120692071890304989327830779177679006511550935350807594770308966644866449462295240125618929612610170184748239392109372599731792418948644154242116725511781037125081230670592692957612625163529624125279945795178350437422784570833882238933581776156906944088185804244091787472509543331392233517178406208636281935955250955411105730713576215944860975050324396369311888042385456346199483474043951637033248,854128176761513054897964591398491268721098541334657037641008951644730200974874778530446006963032554091816743645037879863073127909439282929778731602865461478836117406199373895977835708476994486870662498750072921314935152856566655867462389112070711605819707831660189011353021357407575892564430076910998958158528774813340934612563103875204088293358426001919734681269466682288955457996507961374301703815620246330529905262804754874955446732199167472943679110252953768848813916778291389756941234855380884636481251938859535736956223657593429289810663058740236886150579393602120003339132785730793431321600032793003255060967081/2,5124769060569078329387787548390947612326591248007942225846053709868381205849248671182676041778195324550900461870227279178438767456635697578672389617192768873016704437196243375867014250861966921223974992500437527889610917139399935204774334672424269634918246989961134068118128144445455355386580461465993748951172648880045607675378623251224529760150556011518408087616800093733732747979047768245810222893721477983179431576828529249732680393195004837662074661517722613092883500669748338541647409132285307818887511633157214421737341945560575738863978352441421316903476361612720020034796714384760587929600196758019530365802486,204304
905,1727309971687995402816875892363002366650929692331138495319452978863745656589700781699447003576124773861146369338295386112097479976792104867324649295353827990726028740839529389306350917390250138343993701124298540958533732263296730087286210234933236520198776869895396091508067516176580343284090781313272243383124087571696320706610826442872249114018577066441321954488412670288378092725224020252932555376763240650531392238123929106985324380916108335464772350395048995418883453959393867361450079469508024994493124970841748314418431570718122509401632321965044061168401005870905693283217278296348887776879592809841548256349928176025,2108983207701834990161320951574130663472946115602256946148717046321840794346571571929363576906840174428309721117542670995509880622437782567473092146581396160954828901241756221490614959726809484867975582093707201805236387489144690439591233765676550191018316742340461025619569019476304561257703710281459349083512820209024536133342482149961538553790881922336097133162495247749919834834375043805662287935976607124973465081192795222350141181180193932376633619724732450680850345177978532232166392319536064215980128776095660467529601136373276163000680470028441208959923086439248732679975920510788910932974686743190437723329481,25307798492422019881935851418889567961675353387227083353784604555862089532158858863152362922882082093139716653410512051946118567469253390809677105758976753931457946814901074657887379516721713818415706985124486421662836649869736285275094805188118602292219800908085532307434828233715654735092444523377512189002153842508294433600109785799538462645490583068033165597949942972999038018012500525667947455231719285499681580974313542668201694174162327188519603436696789408170204142135742386785996707834432770591761545313147925610355213636479313956008165640341294507519077037270984792159711046129466931195696240918285252679953772,819025
906,8548923706677889640087917412421899676067981482974398559478202857573989325197516491977194494942001842615426552343469169306027858251928478017266872901590179638221367266206136330970007924313741968163378689920542508239729068062750707625971923005578196234417057017176962162057050559246176801172496432460150320107079041231344836844051897494441151659306061723076299985159237499516734836357363212022799155360140038891053153928998991350466001269188693138023712322899969038408941361425943872437742961304635845560494261249922663701565125025212980331318106562886091732516189798440306315932119149922840217030350654349460726100030604587226,62489391595967206409718268295410286654591037549335544928425674733374189181742880370577273620616068320215681712377155748329955252342210707258942392158166890620450618146909757839349209276740362032099313552918311391603650922201882283130651601578718742119622363179809088505307154359064491332050468783972562022916239355228168624505152533473978858085946973985616858801216595028849135537603344970416496026198705019451289811331366982080215789286936926289955939965352170507206857604388286131001147327636476803360190790242552692875788525541372310653904847469307572273995218034591365261261341972741255624975152071908108753271279071/6,124978783191934412819436536590820573309182075098671089856851349466748378363485760741154547241232136640431363424754311496659910504684421414517884784316333781240901236293819515678698418553480724064198627105836622783207301844403764566261303203157437484239244726359618177010614308718128982664100937567945124045832478710456337249010305066947957716171893947971233717602433190057698271075206689940832992052397410038902579622662733964160431578573873852579911879930704341014413715208776572262002294655272953606720381580485105385751577051082744621307809694938615144547990436069182730522522683945482511249950304143816217506542558142,68403
907,42311010338342362299102185050024319852641337261727161614809666227079249696268986539385618552255583982913048148147323187594406202186617933828639697335413079000562756287178814205436272121527976485638109168905826979496532162346913365284014230934662036087914113251399872947181572561704826502242206079268701602026376980243880640701975691001201245055280473917798213200621824606114364751252381999074941240454033035035024394639101167104235960942520415664880705853805933310284158717114539766178369181059657768961726343991277177391303900133351089194979899548949302212834165577378743052314942705501870944572788546735580957061434546520277,51432640577381559205812181197599851033236942197373559822973912600731599620578140299672908557909368373283196294102737847605000677307840809176987630612099545493354706912886071952237554681921422727843964034364385028726142209310305324973365592050390915308854825388956739687499252490071496473273785149278369756756985032795129685566961961907449282811114429018692313733587258485835836123610898450098330199701249299561568049847627806153336308610987694223029148341280343512584539356535460161233246720119586566034513314902561332222252625522368700618343788844269308311119524338300712761232242068612337636796238185101520766525498173,617191686928578710469746174371198212398843306368482717875686951208779195446937683596074902694912420479398355529232854171260008127694089710123851567345194545920256482954632863426850656183057072734127568412372620344713706511723663899680387104604690983706257904667480876249991029880857957679285421791340437081083820393541556226803543542889391393733373148224307764803047101830030033483330781401179962396414991594738816598171533673840035703331852330676349780095364122151014472278425521934798960641435038792414159778830735986667031506268424407420125466131231699733434292059608553134786904823348051641554858221218249198305978076,822649
908,209409385422185854121947358991862205564630720691696627597150526447431070004521017663255019979225667882325726379926725480052061987834776585688814937991068028311539967699998049336383400866475291259349146584326278566950515721262421386579255184235803305151359417093212586804567278572597913870971714181495160165923654070267324996436327093231845721186283427634979651882961069974691899237731477293818306177179903170583533437575184026984329500163269616333833358978572520103573977504361973104282504554396331515602517912476543358861106472122959502898348232631509738762237361381631569917903999587992200979371395053195707698615058851527396,1015978310379523443701349526440752806985535915172507847994093260336078082266883782254919656791445923083728222845032532554736468725546665885660574327034621418577596924547332809371341384785631834788901136177328681746931415907850052332566395545400664214089927114310449391626886212485192386185311737960639446553997040842376744146191111283121376900319642471399501503439621717744822814520616921024172340707077098190259530737910613571893154826230227718051162253190303130778658510277523205885435893159174113196464699064975758111263106561950355639049604264741746098130360386295249131158687339109977881287097532715537404658614852081/4,3047934931138570331104048579322258420956607745517523543982279781008234246800651346764758970374337769251184668535097597664209406176639997656981722981103864255732790773641998428114024154356895504366703408531986045240794247723550156997699186636201992642269781342931348174880658637455577158555935213881918339661991122527130232438573333849364130700958927414198504510318865153234468443561850763072517022121231294570778592213731840715679464478690683154153486759570909392335975530832569617656307679477522339589394097194927274333789319685851066917148812794225238294391081158885747393476062017329933643861292598146612213975844556243,206116
909,1036429291554631975497713808188463134817238494739554258098175659358482411646439442070225228154042580910904458349162661451689493016418842435672634529737978542619584817537042133458961640777078418738184847127261215996842687940449229784423323795981491468922548312013357071537025496810681915039041392320782612031355430610902829113745791735307948830615814613804984135309857559182726618158998256428381917552286151568202963446566104102529838726380236791726002035941532564791867006542854138954189363202385154733419599603903168607778474210878579796907478290017971296813645127365525399439319888189016330358210706462065389010760440895758099,3762990888891183418828632661970188597404170595982072411557965120915823109740292135739144049617657604050817306760639521367511148204129741948583960649239103438005659639530772703689041527435866558972739953335225725861453989407172244494633147062493842175685565728898608602413799289142610982362082847073027016346819413532089552272456192513108550834216742054355542976214596096906717998449673621062502650619896203234261577283875960245472806683368866493575437542221832154407037097099609475302673170031932797922569681272726234565886693065235361082637062778950398097549060648976045919388149630170667110915816918682864748230058929937/3,15051963555564733675314530647880754389616682383928289646231860483663292438961168542956576198470630416203269227042558085470044592816518967794335842596956413752022638558123090814756166109743466235890959813340902903445815957628688977978532588249975368702742262915594434409655197156570443929448331388292108065387277654128358209089824770052434203336866968217422171904858384387626871993798694484250010602479584812937046309135503840981891226733475465974301750168887328617628148388398437901210692680127731191690278725090904938263546772260941444330548251115801592390196242595904183677552598520682668443663267674731458992920235719748,275427
910,5129605933694179577166868889765689510806091450282557289183491118994974804240916423798488141437683408931499450580141774600427285480874709163344752817714088172020532792149272741424759172735752650128781597412946081328630362978977783763386653890399680207706566062111405286753846993429024701801452032310738959162704889295275699508949548612560257743079971420980460466565511284424573335091500648148997456369763534535629642615473426417724896840539825222581160593236569127776884174219622328982757786688720017100312047991992498652354779145900556109979548224842397031720826463163654921428562957151043306865340470426181483211912523621648400,6194428129083660882945138135207933233674787405244001073763423643273728781839048935875483808039709466165317534814807118222952886705560571384307152297686376249270055297849622921657721498292178058361045281261859776993877989347878014446789824768022799429666182903165566099207640373661423380994387190328147517404546418663537857153664471214298101368288819491583698184477129917189437670681681739100347127605076119473046301914591747877943360512667341169642749176713644641682024120540541394738265652323052792054476570452834800932682984115324907752662176337208546107620850698180962349267676557361482075673639017541578895316885066564,74333137549003930595341657622495198804097448862928012885161083719284745382068587230505805696476513593983810417777685418675434640466726856611685827572236514991240663574195475059892657979506136700332543375142317323926535872174536173361477897216273593155994194837986793190491684483937080571932646283937770208854557023962454285843973654571577216419465833899004378213725559006273252048180180869204165531260913433676555622975100974535320326152008094035712990120563735700184289446486496736859187827876633504653718845434017611192195809383898893031946116046502553291450208378171548191212118688337784908083668210498946743802620798768,207025
911,25388036503969361646171112683292523785085502223122605871911423507789675194773742057684221921261823319610942447323500531022314331637208096344310024298957516517020641276417238372985560079105203811159532069395428671756939007025123008210038856837163255912257921677756649623989201323004065307772148278909279225734321734528427615840086211017008941120337747798382642322467771921720852824930935066676711010884324383987978977937545111944479764946171131821491470761202697042359950850586831821052101447735188924868817056095275382289047696958288331501438169748038970745691055438441298440258438313947419206526006631124073074195780031005091633,30590907452600141032906882321681851387162756723980482325319426195733901413235406813039098807310362455716800089795896875753613092857281712770625185166970731572066065657354420930408508856993863043783121609641675137461202942238023869994901751898268938745082871354932155740111650775199163905687587467854505700824923980148023264672283519777194384911741898082326682084762009783727430472214747026134669457555989526699503902103387083763972432250986698518884894780590799657268524173489804235646647629997540639252190336303425726411366499893710764640776856770751638704998494360838318876445394578456767820703424339333590876957903259473,367090889431201692394882587860182216645953080687765787903833114348806816958824881756469185687724349468601601077550762509043357114287380553247502222003648778864792787888253051164902106283926356525397459315700101649534435306856286439938821022779227264940994456259185868881339809302389966868251049614254068409899087761776279176067402237326332618940902776987920185017144117404729165666576964313616033490671874320394046825240645005167669187011840382226618737367089595887222290081877650827759771559970487671026284035641108716936397998724529175689322281249019664459981932330059826517344734941481213848441092072003090523494839113676,829921
912,125653621464628311286857257263957993048623552062428349640782784824309367169724538511563114132061952439762943166757488328566402348947344038202111642941982776372839465024292399594355930451888964484543870891784608677435491843518489563475818610207808842587239675931563188180563617413908131040691565806744570633365281020329129007337975498321751119155209086150635829778186220240902872324445060211661049175308684113303028683376313786893942051786818059696982508554287651139519751951630940934010765272540535250759034968256122155818198307926148761735502865339160527640068384034368749452520576355270663089073609465718877375512499314045366272,151072471174578128951765515908690646459275392503496688453157203207127874886653271332961962012424438817428130731039224002296863396606821375570021115802437740906864930825220740509526886219664902283086948498317521590099227458831671239559069389388812955172793162236894030110903856732249503501908719277499531867215490608082690115393649366057045339858428898976891723629128939001547197604605576008556778498322421458168653676343098100970902166756619897104136018479589454374807334891061361349178070743570780493467984101185126860931005583359962634819731630572821117603575600225993514173255925327108657338163677123873304016034379946288,1812869654094937547421186190904287757511304710041960261437886438485534498639839255995543544149093265809137568772470688027562360759281856506840253389629252890882379169902648886114322634635978827397043381979810259081190729505980054874708832672665755462073517946842728361330846280786994042022904631329994382406585887296992281384723792392684544078301146787722700683549547268018566371255266912102681341979869057498023844116117177211650826001079438765249632221755073452497688018692736336190136848922849365921615809214221522331172067000319551617836779566873853411242907202711922170079071103925303888057964125486479648192412559355456,69312
913,621901620991486344294489808034813320589380545520720021758391630975555289983830400216638819169352706236261673104316053078205305362539540066969632928373214586757181213193954363132999001474517124718936237863863164590083269003468637676595212601107431246319289326852550894218199189112836938411591569664017247741593962926771205202142082041586605879733797723592347592706058741954313841332244634425359916833634039691656259919280528651800321403364753744151368172502761706028848874168687066929862897695918044434996523478813474745361523158422183479986119786758387182129352547850295777210257244477606741195575555295545600057752426478093291126,746070956323335373909646121718553977642379389733447407183318514694710683799218061392204867466703663687423204442962793815755270844452636874655406964958167334386452966933696386421518796253839963720983191390110674209433495011773035797390753016375886394910666455749375149769484216798893598984117175259657266215027145835283228145650908373016038120100192933749152850821058295059333829991571944764452513029676055241565197265349993404025727208383173731450387637379463135060023674307330367287966440325777523438367457857494070371332814870061366821446238747792188987509555355165914012169667111513991932516175092038626196580909830473654,8952851475880024486915753460622647731708552676801368886199822176336528205590616736706458409600443964249078453315553525789063250133431642495864883579498008012637435603204356637058225555046079564651798296681328090513201940141276429568689036196510636738927997468992501797233810601586723187809406103115887194580325750023398737747810900476192457441202315204989834209852699540712005959898863337173430156356112662898782367184199920848308726500598084777404651648553557620720284091687964407455597283909330281260409494289928844455993778440736401857354864973506267850114664261990968146036005338167903190194101104463514358970917965683848,833569
914,3078003781482021947170383226894685648432964041038030798864500936247582760826371936743477300103540508585769385136981175319487446727653803570823780614696692176915338232208323943426133840064064356559498092993502526853858501483287763603943995582872983083631373769109101556536848117612012280223227569064533119930617938320143807305776788670344896694520732793749849101213510880030717870363110304141982035216741166439011822804359101953719615808753448197608755902440067843929167410267493312296509287009585773908392861868946142079402764171517496887195950076069696016982279414254096282030451161921399687748013188378263499494500694222931380174,7368969402491804957577922869859768656859654681224307511322776111562858239269452898370299355284297527366109929032413790153382220474251261846654234913015365591684274840215476117736100819405561809152780460987370125913599063158760069724882560086169871734198808155914324599439901837241289831943719072307104941681832180954047678719497791874380285982984675037347196063216752007504747138753621765347169570399525892963365452562279690000238487636410632077742186705323146972044796504334455305738857468816192018894974028769460572182301002570080529203386059009307432683379569483823471220907093550654778542746226193034832581181860325457463/2,44213816414950829745467537219158611941157928087345845067936656669377149435616717390221796131705785164196659574194482740920293322845507571079925409478092193550105649041292856706416604916433370854916682765924220755481594378952560418349295360517019230405192848935485947596639411023447738991662314433842629650090993085724286072316986751246281715897908050224083176379300512045028482832521730592083017422397155357780192715373678140001430925818463792466453120231938881832268779026006731834433144812897152113369844172616763433093806015420483175220316354055844596100277416902940827325442561303928671256477357158208995487091161952744778,208849
915,15234120585760157719470536050643306362966181302233633222508243608080491934248347619341909165039630262486803436471269883969525118162830603745512738577043606524832046387064378841886911609661594777363506433577282357286953213696025849504317380375193140210063454707237804605402840795311286215569938482496141164857042383656891198158908513134833465800632002356980320154704998699271069542058174948982301459529126135320308622309054847399870188501325701723309012009777747307560664327099227476431342745829669187547741119126518113081735510824497675054712434565823998796150885664904739865623121826919689893628721036265143060457001121407866810750,18195969525229368114270997701505934919485420648253018271681141399361571780881301465367026982041422870180421555103191954336677856206910452680596898775172273313424762025816690664859400531113613159381894274033004696810240035469588043243234949237293607106886983436039063101798012237225699442288439168080433772112684623197935080962594897590054603960263970088065120074896233030871115341823494220767776236410912401469507745598918865776667190422318614139937307187169216527887562276686944938853167005081870688939939823973863791790421345306814386878930316899070140996925421081435384592699837949081417651919998848893837451649199583633870,218351634302752417371251972418071219033825047779036219260173696792338861370575617584404323784497074442165058661238303452040134274482925432167162785302067279761097144309800287978312806373363357912582731288396056361722880425635056518918819390847523285282643801232468757221576146846708393307461270016965205265352215478375220971551138771080655247523167641056781440898754796370453384101881930649213314836930948817634092947187026389320006285067823369679247686246030598334650747320243339266238004060982448267279277887686365501485056143681772642547163802788841691963105052977224615112398055388977011823039986186726049419790395003606440,279075
916,75399142500445113149821807676980263889186276509749209848063630205444138466402163797248731336326367027049384437616114065504999208868055089950659124545388110925815516193577566552522303672565559944667411477052648055747342499426163455403083888092161156311022524629293470913395853401647459191418329324635878295257066839998422126584341221071570646136888262546828328803973974993707635729081563320950324008232767436506562474864828977197350322445167978391571111741766740532233162291992056550198628348843328561082828367572242473771136338623186869462929607373140162218234966513281501894936674424961252264059554084997594776104446885970716089628,359447486224734049454729160756756468646604167110415561526590025959860311904817622648541843864182448022775044514864867496353040602143623738823912227767339061639821495554897725789564957154543009976294366416795294024462455423362271197169599588547897429068012264398531067835261786587057165154260642076981170721654177265872228440458521105011206146607083496438036692683081820492113211652531241399622070556591061557305173789901169777451566152653305516635700652837315938541566533304056256317569403466959671636137890045824080746797049725516231905679380672437311274662167800543856438163539379612141512671666988067531105318855699195146527/4,1078342458674202148364187482270269405939812501331246684579770077879580935714452867945625531592547344068325133544594602489059121806430871216471736683302017184919464486664693177368694871463629029928883099250385882073387366270086813591508798765643692287204036793195593203505785359761171495462781926230943512164962531797616685321375563315033618439821250489314110078049245461476339634957593724198866211669773184671915521369703509332354698457959916549907101958511947815624699599912168768952708210400879014908413670137472242240391149176548695717038142017311933823986503401631569314490618138836424538015000964202593315956567097585439581,209764
917,373178144351013152042936596929287340895483858357554942037364807092993708832980828715882309048065092594138408702896108244720807714865268644475280254236902768618848884077552747050702353523181121067686121200680192939066767034049035206241615830355060656802138206897441004820285233656101304472633478770203951314624369969908145132326431614577141438760961306239586037067572730046405461287850858460474007742582972482238197019056869461276805294575154721054064425535796782587870025908376675552272974032778568298448990383161933247631629106229863751379898902683893471141873344451090526154744771084669525150394628208013247256776129689814765713871,443790017887037590030237756623391839940210727405822816135500413363706397435310521027011066916162647619529341807178008327758845358739701250076145905389299620543078675161112521451347744498002853013520359049387247233661954234208124028547900888648871202741548773854148412953773011248929768938151740325065438261916103040839094258964538261978859800474213964315844346956105657282239940453318878544580804056876677518956957480781493706395023950337267726244563105874612205163666103264969188028708871245525352690365780005639190484869737987094448555492935337106197692135196612693340650376856839707344875661822937638633930586291567245872839,5325480214644451080362853079480702079282528728869873793626004960364476769223726252324132802993951771434352101686136099933106144304876415000913750864671595446516944101933350257416172933976034236162244308592646966803943450810497488342574810663786454432898585286249780955445276134987157227257820883900785259142993236490069131107574459143746317605690567571790132163473267887386879285439826542534969648682520130227483489769377924476740287404047212714934757270495346461963993239179630256344506454946304232284389360067670285818436855845133382665915224045274372305622359352320087804522282076488138507941875251663607167035498806950474068,840889
918,1846999464078377349276456850064656794294638861800436917178679532437836204517161054981924892837389690842984721202419688615940017619048879143801024179610967986850283033666457501356393991463796107104551360574332739125134425755837602031117251501290087044831642247180034547066363974333465419638849285070320429557451894245941512817457635894932475975986880067357598790446754714793999409683202188368434248021014181365262910448048097487131684935821629458199283156480528866195508010780917592372234142510308856880305279353742625862638357937948236926754550594115808303659030516007244885600943134740388822666883459448549095090918829157817905431064,6575104532723800494384128789727087851875485432242716181734516398386077308290120092635043832277434928314553950768293137311646580442881224969744628773872470655340122152685069493771604907883706078518772553912073487138616293433571140840122928151886336611387508533683748939390704338550220782743279953117463474010892869715143437771290372274668133253545217891115948247991352025552847941971044571063957765606583583825533307873211505144501704956148025183331493430164071034628803774833460038063117257288182810316207724072445875028971613261097003028587831582282485025912506998758472117564979049156267613122030912072810653633641011141789858/3,26300418130895201977536515158908351407501941728970864726938065593544309233160480370540175329109739713258215803073172549246586321771524899878978515095489882621360488610740277975086419631534824314075090215648293948554465173734284563360491712607545346445550034134734995757562817354200883130973119812469853896043571478860573751085161489098672533014180871564463792991965408102211391767884178284255831062426334335302133231492846020578006819824592100733325973720656284138515215099333840152252469029152731241264830896289783500115886453044388012114351326329129940103650027995033888470259916196625070452488123648291242614534564044567159432,70227
919,9141513625143009271599321271644239501122522443199944927401311673088005021311335490119689322504715594741492454100216690532765904744850606616756944319105081071855577739727557294451049191727505779046456343712665611786614726029256287223505356460207596933599909723087594955069629996846707583617541213504475713433069254932993394085850626118700560127894308696813200999985749531953287366843193371223495845208223982577968489719360629148533496332522207881693562882002841809564264338104269511622538160939452114311664671139048777535097807329625995551758419966556680482979646705278137952088116461573485511466509634275969768794259974033616864146121,10823982666903881746373940155470403560101073153034469893117621667455642660875100188286801453660204052450317329476753828951095189980179769864766363020675926394725280636600029239393068341691725972483285806132020791614359088365738279678442831790963112118129903847191138301519523156819587434912979895477621762587982697440437569442409282596166008290572627313850865716017847771745661197762143138534097412985236096123274091177973679992959059597260834778889343554820601246759280073439656237527589079935554819973530237767371187557912107390260733744227379628655219081842101050460698460014275418322046023278969351267664228864771134392443961,129887792002846580956487281865644842721212877836413638717411460009467711930501202259441617443922448629403807953721045947413142279762157238377196356248111116736703367639200350872716820100300711669799429673584249499372309060388859356141313981491557345417558846166293659618234277881835049218955758745731461151055792369285250833308911391153992099486871527766210388592214173260947934373145717662409168955822833153479289094135684159915508715167130017346672122657847214961111360881275874850331068959226657839682362853208454250694945288683128804930728555543862628982105212605528381520171305019864552279347632215211970746377253612709327532,844561
920,45244961558176130946018463220750504882040588736164031883017007929907566951004354004668593043146666844106271373126837096805767579600965296824862118849718827116524289963161142579459040538634897795568818324761709077509616320563523189227023177195713426588298037470931362301322396334210917114022805303886794765689181011663129132098785039015919114380797557589154724081331413822001097632937833547717520835659410811163892543865313799868693106855854613292038528454541727202117933206346180062019381654341790072399155246358925214262679473698043019305815866225664887535462433508406546566619499299241007275548774518532035359177459921862138218211200,53455767436408472289719356357219405578970449830061474341938808990911586662339737718181229965910523209010245006057227193768628992912293592656973202799762319372075011771220631591988469445457109871891325998064401084014196976091119079899602052452402441621335110433520040526137046708661291486321839914800088333753758284101050486884197824924290068975422445166770704254881159997638347865002166289836390401298925816592500642562988893984750835132153371091727940045536067110252756623754938636601348835469978818997111585962813343883127922611109427346190768225029403988022723899346108892508860230672267575081255338530287522657679491803093358,641469209236901667476632276286632866947645397960737692103265707890939039948076852618174759590926278508122940072686726325223547914947523111883678433597147832464900141254647579103861633345485318462695911976772813008170363713093428958795224629428829299456021325202240486313644560503935497835862078977601060005045099409212605842610373899091480827705069342001248451058573919971660174380025995478036684815587109799110007710755866727817010021585840453100735280546432805323033079485059263639216186025639745827965339031553760126597535071333313128154289218700352847856272686792153306710106322768067210900975064062363450271892153901637120296,211600
