n,a_n,reduced_core_r_n
737,32635139553959781208630379005732418884307737679173373065637276781024194892853193972508420550955648120804561608508849397571285055883137062245380911752985005925978726870802740066975116870347402643841215595683392736765123751034671569829992200450733190072722145620230655008473891029231267062229151891806303528086897324926658442080810461451275604709670170267251982722769436537319346127602774516472831332446,10529636591173642848652568898569402730139965780373642980941188307034163074909749761939705615378928512609001060539657104260250756671292815876474496663727164807298511639348314842445022426281447715163097649195488519502209503273258805319914068272474125363371804951014515067870113957486664091422220029395331632528295548535340257461849952341547262711310949988996108546027459442605991737150722682171929560039
738,115504119882412195985788451228912159565192452643624600116370357992971443192129380822999656132233724508730830844905471233445393634301118920239165766551217162678693070296147540238565828141572318529419878836329904120426395493215687273260937126311481796513676248443461928018883204569575237526429855694171959855696148577583281337120462738647969380930079116606215079875676226298236551442528224738947977495115,37266992173615813224727295119087160097283564751172108358231271253038620100988025915842005229274255600312862556640351191567635250850109338773490182378097998624353797849742056839881865239584140912271794412775607991077330571490377172827071335689483376116205812572235605357615190623188423444358505535508030894656734936442357302267403074825318274569685417167438016633367302731232223430334873764714922792507
739,408799795813487256602003101684886566948268899528447165688831985606046052637144482468097349762661226175550265398530631541017730331877723819995069142395918266447676858820697143290451918065177982736560323731786102676142607370378561404643652424901621145873736277752659257805854376914295544860237510916321964369238928580944525670237031506134408513454167799948136581746620363973248586578983583832485566265427,131897480095411733268462092148191036860480990584985902651977664841251762920026806613627524990335761334656085323305289820656095916605061473398087101554197172163206562593247507393436477141158910805507436004993219651292404872092096900969482186776322980133730902814192596751160771773932412347140427545659189143106737793097544116002075824642947102333086370555894019560306226081152160463899635171978897262557
740,1446855154661761632698634853687275273145688389433601572087939047628433726126655981982950229083400452441267395152416837752477565800499156942055392557701813029704151843027056850237830977530395448400385031872200258143657683726263621701304050604779238579862834711680811706501951365960566572865372803744468708589833811224128809093338579879734077838529838144343858269102387486929815063463017954192925598512109,466820423377641110261376151931717520551385630337395147200896592978924182871991131393469464466208913487843698600192536934334793676946651418391004648546485952355031035217133046769668911293874170041370611944907440312912218840808711011314625311760437830921596592713762051395177092147544214788869607726057240096516628244060383382384064927029819263767290132090166177351429309316315842112071394887041588645625
741,5120833189971465695044959633082695752156316820021119531882408066657441015273605581645925326216265109303804019405300982039823877708594719367304345407628055628885805793211521044595764260717487883014291489312070649382489587443385497058563841317479650130401768337865706468096351319161154416075904653870482116532410152257503724624771317715312780066632803487578652431309639565186179308479786314193837835053093,1652206734972459424209069656560622906919473337858744437483541167734015479258406464741071822687622128564465354626507300893883706742723068160949578818701432750222984356237367744290450182923921321178473642228805007354449221770144360155416067791048308922734856697116960334501392246329264994870317597489072434070200360068964626008793348361227300662255495582053751499026192876983174409714583180831485939539821
742,18124139090404823098172475602668925008226609346784636901966132911109038188316548346840558134108552630049603121059642229463180029601399913077769814407542126872744923873007570704311036326915896630284039608630867577871737891378176885688691934255670018639297176117280560720931880809562881831387339045583276642282865153793837761450865234885665448948295078641089707910242668493702853642408576641450900581499368,5847633093430990359889217837448350682019756172729255693754262008498165795479007599805557881098114230223371728832714079255150815548604504338100017706421941643629959242850113270370820375692684183241655753882717051006476918995688654417025534474011190798820844039962502991497024138897671588874884078429461296680485808445882207148696261215673703015201932828443706376388571504743929865695409924834194149305359
743,64146848552756948094899064165884384463789426361534081212258381767600056877848999537812302210127055170345186827815302401003571977309012484036100222049225930829922524387325095091223130577014763488991291894211794753774055785625977644135410502096619286391379770978836724967551634646174819819124100295827724586889138308937693223236931839041971563808753405488057117748011705409571912069979171858017676493156070,20696505639792581316404860699734702241504483488572667609713104233613690785902390416725690871040359225910768187689898382947459281584744313309615657303289863012716712698129477633160883429715398605268857326709787548876692032845887299582826454043831470720652233641218531154708805191359507350202745602726218705929490607302330094183423851988105700107148789596800385995080060611617769355120606339192165660047743
744,227035850869391304429385175529836370354483272897859801543140099380323191604956104681987732453706899000320346695727294727163215656920806293200964300900031539517114697591901193183600802434424357437938441217852999766365016716037982419651614557392460365084441650372030769497503385816165072295043936218343825654540365543194762128717242177945462061051950857677023995042805449640837572406382357289594868329555673,73251263093417729276790879246030458666173989739227426238192758512756586846557077285059143046880840280600649042739190842624853601389774505856433947201400324701152090102611053915320476697150987755838461207979664843731079208263830988988417313571996225240208592046137994662964337242418532754052381757861150030120025001989530420228457591518115282492416018568047222093742873683422095402750850792359761949692559
745,803553380584857483522696250127336802850279501262147062230944888109831319028010470151404353190645867146049537930846291902979563710761993400881279961686741470148668724247376489952311704199879949952173901532935644713440533597074530487124137205041284163921271912832243850272534573055600516959310610769465735839824255222858264467082445700088953448161320366712359722144385772093282396882657148514277652635756961,259259325527237260798925900617665341233572121617621910740305675931432122970844213345726244183297085351249373564261511972198474416128552755452157566162246131623223908235240135296510821710095382107752589693883688771008067310830266003541062405350835336327196830510520491130229863481969132445402497221551410703062799930426613070830328086123684128957862723407762651566491397057636563845523752096486401294112145
746,2844043242022239256517993987971296878032359088827425083826540264764931259805736390242235434197997591762156367046775940019602069335804693432591345226967966610254581421914139885747053963163683686382427997676462572049663527699613381175844608711082418109392238139910543187203441129783013344876067990357458111925538329826487813456858080197778705615166208199914658037991930425303954665057307725280690347904226481,917603011695797039512301773431445175995005499604230158385539603930233613610362718439959326204681599182877340547415865272317963929566220164403918424111487018615287352026099667381925147096529777088615987108585489740150261830011630206803092569802935069715553836072786009588679393611599387345451106695206680810674819470029836869606217830000375369857118420650224796274188342654958320841929470646899438480332417
747,10066044049152704869020906117681032997943159062980629369547692333935987122116271954058665233927972413982474743589070432226983966106003905363587000470177746297070009162734897210101306927019279799149052533184963475944378733035354905587765366815637534332175107261423689178397306434588495013530726975527093751386131449225366624247632682842286742629337378428516323720816991772635011938593680673869273226509286491,3247704035474054833934108728206547834107318246906505293853978971972150041437443212009678758115956251455729181203049363118846079374102364585472917022633050365637779972093442343530442037420503425929191690533593909860218956241954409871439486136709766136116358066698899203610091993271496459389618791270036858768337814305602838092300228785115025091688886479949728135869277226418840026568229463282962802821386513
748,35627276403199493384396963592710887263993450070015840100039058904437014035016233600758376920812896875771502747354814548914012632178410510618741776175678767243338060270938281977600196510974451976007501404837744870164374614654069150681596267821490315829798045669129037081726809407637297010615212289817477761990647228541066151002193224249405070020282279450700826211982265208354106346366970056485383359120521150,11494741991877901764324251669381711719123491957698487061947165310337563235630151532905083185239805722172333731993574269373265260322385450697648293083768704260831391708700945666119769408844269011797115894556383050978307999966696489163479792951176014671990679145256549144921283632505650583111211600164272159531438408403124574495618563468228764049904265231108353853205038105668902653640292269846046948355595635
749,126097821005756011525635483226342752397939953456036216445189448516061056316689240591681282464085909291875460881472012844405053517230018879833412501407232532585073796881401045813939969898283231094959190200748213506854296052011733038981606855090322057976312444696939300620634216233381975419615352123484065357810501895856743841165558294515468823472719318386499482476597683117366268352106066145435571387106732970,40683955938181743119372037255484191539340552832195645758252399809944012802980607114244357978216164098899504040868206404859604670717209348618533574713983160830612513073031515358892241556777692871903814862925108073227751478227419789796202695885307187050607619309743086704093317737701139573879360089762296132360528284914835130142970194080169468419089472960459034109767520056397706615024304036301809599306621959
750,446307001451529249540425657101817704688335675480054672267568944215041086627185872100017912993487220393712018164633178955480877896671789904630195704320981304693802785451376663003145999962054093436389222109919939947406160944072430460981922736291059459144419476691529631619488768003878904203376365810356371713488854415824599437290928735248449367582484523117235641750911907907505002812173406679036614025733106135,143995289317678467426315116443137296410635785995177170109234955107311551385429569888543921487758199484639333526324234426534991994575095122672766981225986896966584490511832929568526562814765999637516858737720636696985872425186471106836106406423179181766471061923433789381352076747688580422804748534743473219290172221537979914486845513730139822608884920438465903450759051638408021021710110785442908013340103683
751,1579650371275620647795073566253066726779819688900832163913077249155006868725815865585085990931201229111181889122883194443501756077701041273701065202855088395839440255401863521840226986146214167751407016681885685781569416629561143594153351992064035543600258159956994574515116861099372728812439610352450091923340606723090273273846175243892727017714912516024123175607642414919527310271841273919586984046071887627,509652962434188988004432313947157051584194344312094019515535465192635600681790664736610938804428452406751248170643796220669720337338183391957354780689645901150657121232971557355606274603580535688635180230381440752961571460058959558625794545841440990866654918875654565116546078490966492268021256323960695352128678618040212803749583452108268060919100430287383981848825195283682424311181011111457463995117405349
752,5590998823514242604046910851800741325178589470698191020959683932451351286313948326576858660160777299611257039444511616080893487415326071461443513452626885183640732885483572064442204374751160985922424347065782584114899322557819809060998470049319906884186092319037103648095528906189674573279731830377455037440903104210574005802518842511447196876152978542444948624203282377217029941797094924066728982199152990277,1803856463139992060631173402413538390513671316655966692345224164136567422205874685722939000062951112167060018256840759355348980738741770876955167581343354133137700688912090007675644669533468122223497398425864887484702860189684342440192006592596665291626321630097463403191446682403495163433450958165559634855794759747973482303771217714097741804661733694896683152246444087750436369919481185350588054766097614873
753,19788778061557673866728786161928453307031530370809267692179048326620616938741429672213905635114224106450100143378577171622062482568926842441729578273968872893984789944074313446721988175957346430891867477307661753466393903895051754704884896008187046831620335032592926917805006309772395637347367607592789935074486907998767384364190806341489354869628345484225105360732179111304368067151998558065424847583900177073,6384553833675101238735879448733461067893695236934721752749796146849986636149297558432157555082910033882568124938243883033388783313687137721281707311507159250360510665916106916465298607106193155963067760876989067136466361447014379620340486885570334087382379615537807103122934526215915632977803238589287215941957455458916497327618132999587572830414598443035162485387551178170121578122385951360288709051764677301
754,70040574795005182192376971099011156710022355850530153320167564525606316176120015234357197024403145121657654496245954710030603590396978346457208775880892398427918319964834035890078888752974409784510998356289003927215681243213727482748241456747099588794044203934692243412280602574702046875814573802848645427815180223581394457602139958212163853136135033269371360260510670564300684033527239529634648363193153793028,22597493969590722542930739136278644932952777288233419798820241379300457432423049839093110135207501447555176029448098325429843660876611398709776220922501293975187279099912972484884877499256531921739443698227655709052712746128910004840546341069859826378229163232911207781598673850121735838061976866922994725165326003931603197241658904233236867008796856732202573453519215325161515925088320995458861239702430556007
755,247902878224160866397368340722028127599192997183424756087041927551385874995374588779350664865815429208499487409155424664768513529384670028180475700099892010062574232843165459633147952670846969696111684003650579557547934833557641849728164982266457997622186514376595035884963817052817658841866514134418500680862681585513841589854468523832579122457321071623921305481143646169737983203114041919935620636680938731162,79981795914874236761011151304543918111852654402418621100845149455185152887060410957462234135649686546924190095439797338809352401388958874775196868231810485387105177823384142668771273870779390698983725694123798370109423498781184181996477739595425692174709986696348945103075377253691058409786692689520493536596693683734571628109803468016280308049551544303445944243995923632814169066384320474048565978514766141023
756,877434239274216864744720278328020730815306178456614557975677386609531004893230668511598588482196074983543501230820021501582803107779935165971982005810451107292982127395512111734904155729289074565776962690237235082518990987885070251194879107488353415988793428249312069180988283756329352569595292656730541268692070237818234066150619861241938587742361140743780262366182985075934080673273039289991928669180957341021,283089112844234096003664917208386300581548454278497704108597326550914180939417770476142388915806121046150813704986144159906620937101729241988325780613861304350419014338388098754722039614044010835277552423637228793151544689016882138360896905669080686137714592176831061297334039463833931661242970478181040675520884271258827617345252561288111165039089947107912789431039477815640769229851734144193128289073369611879
757,3105622922847142266864961040527526767902611483884777730681680162657869846645900386734055672404290966924910561426857612943504452585700104004058866995519691518031212647431726767771557574607796027873918389415151815730248780469182282281826821989344286606812664177598322327772214650641925399584080469046328237375875827644752686773787464308562722429467971938511887508411630168010812070417226524231734765605979027603433,1001973703285822069263006246284573337546133925588416704869015158144637153990090588608540944892455241663497898646510422175687603153920271897297668350780085154094341730479795216343275653886514910724061032987747105408133518780635084509963738030359472177193545607641041389558020942887909109643281894028056823628005964084433197636394762421947078235851242523209265459996704404090556746763301777881565329933188656696105
758,10992184381195661537766033301106280840488718396227579793383994740009432121891229258191767388139384055258540192466215511478843136334299148713277746128646708081292766037567230237395180172484785492503707104176581049671870496846813621406967153811754314780974620679912093342559676696202514660153903570866497473993140272184789555464088463777802907707084846797570634024019972956204092809103570916395436816522745451663593,3546423673070697361373343042263645668853150855714995975391919026598501151755551169154589976722621946090058647897724094247334795355739022650548909490268761142158217144190530445851582204100573948434399563686394482472417315745359035147969072443288039506366795931002833192908457661229879842912350202064589985254240295612286289186811090669398380574848676584622810331232230371359520033771879210178295666381874428895137
759,38906343544352560338701577464389611210121906926215596101347671997945118770767591694283447634969807427421263115251230350554747242562158959876445766978162872610850416238054846212096397935963571008837354415893020860624120099235887039202986338176354874951279678438274830686132923707818238499543109490973801811245550493203240813810066878815446829149115701188900837485230092104867619087307457053685477378364039210990079,12552379049177302114131418636310809583917810438762011171478029773177354987126890715107267137889711705540003959145720534759009591915793875239768078898180569177470162429521126858355254771326980476204814374315737314612752337252184451501788934319198245280707204722462151775742418712780150638248967751766765365192285652390768108460351165525507846478705549832668923004522852078657154200820163977911880888890779038632105
760,137707615695023986924951687215342551954728236480803479898698070687496392784318145613413070978805162514101621855837262543347214892026351964410986371744346905824168218753669692001494152356445287417007088452828335959495414673090273842117616149317548380551063560880585541858224039042397269254823228729947730445992706543379179608577683971765625054373099172573354034835615078094372098599409142699133204077397245770616834,44428597594411893191280002279388624871333432746749217248714866353110975827748426355069978142088528485643044929081152226697326253550374678503168249482022238579687899936897380353446152124352649891968591548337775528549261127441507116594300074637719164339704792309811368014383283463650793201543621095487593443246364834661998215202684817358687111485475255399306153561051256493213852182590470926861985556237123009519675
761,487412459075723239623559653174719794308622559299457237325128999642243773168304241328255663460169591309885310469618598996668528454814836245402118489008522577831174079804051600942865688503628265138016987609652242291479638201369350221179393553624981647746972127298381766451407750571160490215816676875245986947915308459543619372672637161281320157765662846427756091683773481593127846704048490245426835021089984244294822,157253489978756473661360542895224906239605199818522735528376869734344604031491308913442972202255841877445437093267496635787402559562125476464706409527249117221388292617630041409592061925515067922443333119626937441039693704948307830269706880822606318343380597001307499443256338323275971457166093218160465482509639440209640835025742716668448043394259222739939932824533848750744151877697960133017639050989581946732391
762,1725187952167294204844274597333644589138405546642410702383960579995545745225113194979169875355031275132291098734394342723080125107528410920047979294807387919587264437095144816838351601458116291013727634367614293223760890589472226679266640903709069547427391333619358523441197235413598191578295713929773117505504285540652343374651333126380421546055829267721443000358816580413888388536505633442372416039196954823721699,556594750531598214898654214934912076328014583760559991334903022098042222608428192281463366200843759141025832968801603584809544778667916926141906381964403369978246610401945861458677633896122073571970349034483283423384160615218483328415068111006456452378511658466506789335954061124733462465061845078161649573279165991993664511556628710495617840032758902301811562797944579501021723214250086728763325194254629105488331
763,6106288606465384213414826088037489731685879107137454086276736611347140727174489051024771316453231104678883529757541493031330967694147726541458705154493106214075567865254875888786856704850139693382502178206220421285025891087323152989186386372642060410891157641292390741416201473703454264003856510950459176280714186702166008901997833832987800039584180241229321618937620939413581516907097716673473365896269173917974515,1970058134111774076572235128154557415302811435048716355544488779442200785500012491636314117351442942728710344959592084106386495932157092851542050938638125340853710907656475440807296309480284262941561136539007595834333872794108527709813030131160438733487171651445706571149131099997363814464658081537035901488257635533535295865495664960500143190575971574115932873785367833924070724337756033658120913072961676265964013
764,21613214027997920621807951027508470903739802042793133509217883849532176294368638808341502608788886243023262985727834817227151769606446662784800501657359263262653229577702294608569327242670474508625805381094876011894761256120786236880357720509385376304376637894810126327614228556357141986327355161437727069388123490177596252645634840985457918097254074265663589634112450146754126748653478544612415822810951834019953149,6973006937813415025092190961925612710151688952038439128528480615353899913163306111184243604758330348820040318733660439633634115589083722887391525574015648820134842686905253252335224681311826849768381072855272531813364534040473465598777296779531956571153275327983985804782661758452219095846752215585862672710102181770534421755853904774825517516549140420973860848486988776729501425623794381814671745727600501510492153
765,76500186785721112069958383523562716210291703805616627589132421031689946223212257047999208386902862386463370802419206467695943064180449154609126874490502326048347667126569333643022762025774207538463814744919216791762301526699415055381699111390587483950209466889693687656169917642528895865887506498111273819187741504355939309739315861887154847840149562277613169667210992009369183671784589017842772364549432616735562493,24680972571558123379619306174800407191880489468160479461263863329101855911618656129969187853275124901326558041104536986253124625108267283338845716146231036155129088476548646762313772024681012765416587912129671825939330681945320567924825637833096508423939211284348144227019760075994641902542142510028798572545527387710947213848588503479718380591343781449528802631993324209033085069928525700804025704372639949311095293
766,270773867526866787485751293824968967915448627290754127119186253006647424928671128280410724858418395841575613655049890064862428269724332865346323706041967532702607753011759404536603270369041427804226875774088584266747701021557117703526383251076431373943856230352313783216437063009811240890878089950293715150136782575154092863237365033848965386310110609718576759372384233379262001319362394254901229331583046468214172416,87358577819757366281292205456119033262190629033599402652851140754675103533022332221444220370544346554164568209443939922931040698005721043331363132762091842549407767249146008647488090756353945837169053290184246517706077729171242954608440613884958980775831695796096849665085040885706240933433993957488716006288573619269623919513668796439011214425448832834829721065613386267532771635495282454661984160616912518318697983
767,958411704881371054201880292042190956345073748303791234472912999198353645573659800854346819461735438152635456039227307534566834001764255026446554337549779659294390317331859137349129725282758812872577588128110791682452586652862151041561982174693651988777821216363153071255208760799653378825428994565671464259267192161385933463320229789318761237073504123983882851828695022635801077505635547991463254541558522586936868606,309207451860002214478919458646243721000042563249775175369251709683624037010267741358816481091762725080002179580517383176441719073494085193275380314057729728700551251943678754239583301257603933139833635904326766606523430288408198564888433580870061339757721699567732496979327652701611566819116757832049192424436566944660353960163263699089902161294150914120360769399440215335942598905727665038954020092357571266298118143
768,3392333767093140137475057199517183642472296590225785253240483822220224595592922123345816520468678672126627022191746955581156442889249015136304857678309364097874677942158420730215620206279707198435734729491237449994063718452247777074949255616420692680203000655828375393744694557781005235227886707302169203699846612455189307575356019151417359214765994197960393908346156588269037772311665312755198248144473579723537186049,1094448817504394309358212281593767352926562019031902055623095773215736331141654225841167850483752454674222937555025978197525804340159401519154415823772082760645276084802311462565842461854275783723626874265659808082159307175488279733767617728281689257107423197742369361108286663614698134612070184982042013169714830201196237195300130666927461490879418510457734958913834187037668849711952720445341950290053835790264958463
769,12007321638347840172810924356069603746646996600644862685297421639908680698188333550225303265680124170208918605067286985321431375762161520182109528524645644076113840563029654058040415474823882830171629380412469525525796346586677296618830355977635832516073558977530820827113395285404857188717077040983498511292846843432837205111958841543860397415286416922423103680076250658739563348041683361772609426463726933228696535041,3873843449505357001812589699874139303212209565236340165789618903304002423982596275411999208737043814221977681856083259432940788929920662620652729543506143832249780454001961134396734705240293731158427087748255719896248418084863371744106142980726290350209483266828844852492950767849177405444598374909701137854481500171886474739347026243072424063888916607122690492243598431031689517267904058573660746400500553008091102721
770,42500575678303044773066505178573615893041309416570725603279311741019560555881036622684006753477993556712688272034847072119187876448907112140556500232570946465371450678218807929420423852798647293409276763454025712874598090885392325079375600234694197725385253215752550300385134771813219633029648808989606426334908552413017371703779115329754494827135662372188177795614978880592479434246269883729227682370624905354432152065,13711651852244247307574255147127561895829854306089662956526810519593290908023462363794438416808746614519357054066897829416040508538626475550413160423505743591353298555313394006158208912119538558304564708869296498172012954185298385440273371248104319925650466333850063753286439623294288177981597644537374385842883830830492479952408060299607148236628547645154267644519267548612762681787307228265861672046748483659404804097
771,150433506260757068786258469159001374102508324496782068145984932110490931324754828922215294045240566198776944000689216294811837393049413817700342380927516883869648904026590969468240066569835162856221941907949338697467682234052177085428696650591863035084655018146938122544649867180839710871150055014489023354454723833491206293336145682564223388845997270789320000114996517695309313060752222651074435703587898034308508179715,48533162185292315414608617567686976592130580991059232735294420674147502684059190865751016261283898006955888185405987941083111225740407162972648527789277166792308297244808305594885192681550711323880791314457080914281754853625641062615783608542690743662457811279018106963689657114850562997211438934098615561147373643019689810920521499917783801240885554115183699062641660661077556067649124260701459776234388127675799875073
772,532470359522091083909788830082375796035505380450816100538193245009258083468569639642103642891808249480676119993453090328871277142666847637807201072383651331770265589447790074522858899801036816531982717378996736487102115918364727849248631979652894366610808903390594998511401870702618004214131297419580297634921228854208183327718196803729972678317328286104340493800153773192401151173866392826812552495287898412361689565446,171786288325844876618894184788245838375238592130675116121352687171903721064741348495682561157215334124219910369933138644297501480250873809649979908423486581262395544679961395870019263123554048473605451134819585523929444692478924647837699196448223631000740520907274030936135094204354872950893340992961355643859592499229317708534894543895795126750491804808319982894906138483202208986653680535813830996871800878871119049219
773,1884722381112260673343941979820346657746852697990366050681840898415444933141226604804320681065955931870575034779793534990962073419824603349068378982680049017708369140028895106648893687680063634979685261010081558374940019908016945329088553181636379317174739137740047698405473095304626193062909067707343574747867822977881619748034503314357361819145253242900492592244366491947353718189393082575782184848902436434868328069394,608050286438958637425036551818864170694577092715319287131551617315109983721843980304370641900278231363252271980499181777387279838623423203602541914445987596485123984417636297006471452394722321286970196719743097401450071431215785145635011643398406902705231756778248074193280607799068644196482421945790630059019491537210426710207458575260008277886652549805952787374476270157917751979185644990592446011636597754883131953159
774,6671145711780262106061690257206874418239462765338218480423271030739246199076333185573527561895955167784996745908684660419556305995531462206365920683878038432005705623926948588172508692992086309928542012070917252387369770266037582423626511185143738344729557731637658836751481828265655999906184280625868819247335951349606608915049820053552908695977865847705726700383055868885350060320718278496376024146903418093735734709039,2152244414005589655090282098576107707760436086019152351033675266650452808921741242589387175057483411488174449606852484582699833858865938039946543579867125611408841150379532614594877941609078717046071826274259368972329580485656280779111994410572278863538430953241352128588320576943092898391618669928593661197399719047692587014479537684051167157888857187393749474803597857095409502856818665373867629440568849911877763908115
775,23613183985573886841292907267910768599568431188295435023121176963318841487896666695393180522905609948742736986668834929184313045051261687904972334348136130984644273196639458337192738481375568356840081552315381722651718082140063538174114637263406424949319729128498588371182421363247858033620985519003242966334282229742856244115934218182009437336450084714637972410412350079798944730693557928755135401396110601956338014477451,7618066671701061401582027301136493864816168110167752360706839922017130166846562989420028818219983036606054200913050392317062356176157049606133979617483578048442323106502691803101582787416161291038526588077651766928713728945573640656555091256953556475739933651508605807830978733922198545240599207248030213311599003511426517623244048825375079331053845958550059003039074629231949949259055490809567414256247523600048099873333
776,83581422460854158357851106101556906074088325233499752241888571925594707823261719748361953488661710244665747365456077899635359159423441791067302212874952109855261404751171468449675518994146945952823391331730047969244128724506574536145367219906594925361403689905886119719512216678494423465782190512272574724824585799326963067225946490075465544198006342798576528771361396219171033397984475181641366586934751985347883765482389,26964913672301899708805990498737331679796766392558899953203305699832082368245814444725767024349620623864163158712657970749155263149173804791578859486923887270993152866457545357119398939593577831611929830294225898846817728136959999443025714366286863977986349409920202554664132839833323503171354830782567471523692662588342078997745457043774273438851238423076917317727550930494006638301669569861447000483416537429392244490393
777,295846233880236470347109313727588238639773043689127854911545796867759064933094966869034343388654394261126974605030566272944527658735329941173720454370849694723039358049200742630577921745322134930763746251387067330798849359369877124062594290587930727970375002308409420265898480306017167336041597998513682803525034843311645413951954964314473381534760182835953161535215752304857031856170844884626039117688227754264447909550025,95445263584167206950321357894349182143609008538072832311105209044825551745519303520657224035433731539235689138007770356405283381992262614108356637280083316318738208117484429519591484138902002263185238598877645835473528285652059553135414588530539174959073998478809737927208969744626769978838443587980801064568469933275380110918517166328551159870838557326307786378472718638059309791314909700489735178883373379489959265838021
778,1047184991712760395449291153035579932416651120819871047238404111364433383918167948905819690773249125096814312206679767506719008605954332169593522256236592183961796950583799925484063090591633905113567147039624902034083532287597285259827141536310138541344111637891274992088201006037023544065000075428240172801153949049015837110927524739557297853026160524222192093384436269493158966341550540111185948369090677996711129608386972,337839797923741526786476299782032445485867888869195789035002708083151749976528138140524433435915379901042759677731688979181325033174866684543576207698622249816172952582536383788645647774590911462270142502595335374652484393036182958570582461653039958184586142351071089250311268791693063269977193757486152439677480080529730430373758176291075210046007359161167637338739149991773901807248354064253166641197211841190046042149719
779,3706652288125962087988266164066100267495045340861278801670163482168968863290802052155605772113286549819459981773176584202057271769526939796506278595556406423942140187630472763776794211865091413553517394440887277962233587650668567950325444041352205230791131501983144648488866295101508188047200113522213186648022792018124826482003480342377676620291949543380501378936315741103237279301106382669714104127242249415536822127013970,1195826883056370874100966336749387091550916068383981277037893627822728497925630556292045581810867815462438553240058373288780745503630684135414244388885524316446580754500612107998581442111989200200929207350731184916931192112345225063190205470265512703791980616854857488412544210556356919758480760443867953051920021744461965945576870255901052576047602491700145015535479872865045057987776286653830793854082063472820706865053791
780,13120227272488246799501875428502483826065623646323403535698307356280322949851307113892181278803889471731731319970401891122636821574659364275441977526996994865631170006872471859825917214758268158914768506775028033963415940408592161416002907599414122523536129940166530306613778565337760062082785764502980512456803462538451194972723066134041299708899060735305636670228198537783649802142155152561407482267403000029047888339389189,4232791635383098012152973761625917632135445871978499073803266508978938249743733028214983169685296080817287216680467283804006689650198933500928135085015250199855557275923831277753958783830788120733807328888599153341986678266100368188696244165889590537132161110957440010331745627660216422128806586608329173365809791821907698071155303623981186600996140150916293724755623176022861930274832634596731024691241393481232742191395031
781,46441040049307421208957057413834836584247286613916129993736154275036631835716689866953019210530399035610295050730699370456118427383456365493062224023389376643649742443361243072401435632816852247109070621316489978078627790496280111764248414812036643508282108844608250688754248112097613120894384597077909501121863278733755748158173532156581883162224350236298734071858075654031603025505844019366167323266615222233076246546302313,14982577727494991538364910408465120374004843506820750901139885727026582501974713655608062257810451955551963523443973036329987393207373288215912701558750609947522957881297336665880823448409169495334392584356644765358577842931398617152880660087783948542618753198985547426779769030966544656705809939538420325512778679124101209839184265843289639911911912622820979519114820454189397872137035560429000142756097322299784808014527897
782,164385528607033314310828995767134808001291958593320962770585609495483235611361900908089650618242761003831000780557222162300764893960649609121096662279767458124753896674445815253132549459960699853119141140646227519653139500735205064598757153438277674346196772788640526383817476046154168364772396857177162660113565106018037464428233615049849069623856086175488440426878346759982146026977505800361012493542483271451547251635987321,53033129671441538776619401855132587379697325878291960179411717127051989460884895539041835832866532723597000216301357526953692446715132514831175054440925728699884434372841448373917111788141282008896528753898083022677766343565465212922635248346997910292349009344404648945747171975749517675416941720674376417794987925882138008418836586774021115107979313540465430549338457106763720006543995416989522494554781628022779919092910497
783,581870435213087160984690488536291718551871865666729836697578276804103960031727103703879401314200840026570984160664711718812648693425720472148955243790936989711947234684317789315269425968396416384480659421994853250082367279988576524318815117176283585701463875941904362416106227389795500580679376951598333558399357585347740205677991803714907209830979830424185037866285928312694941189681511082510154964782788014381619023708440999,187719349513553418885894097679916840356555169310222606419696194573264313327305057249784479297649841528076072906733641819976361219531129345361615857149749361875556475575241218255556519327331542953698603564667936704059886534722405341228655123726161257137850575537328772044923755907764330969625535758036662076817998410157460532804087129704109531897504421774000188576379527889348999435025462211177368883902129504108269863083359385
784,2059634039495551949440134338195030856460794227165804530474297336378659262961637337105612322071684409494016251684117182044214525624690699623493907683886829013951809918127881396157173279770857255549205533653849333382238651408370826025678244047441043671003705007190995572673387253175177440356686745191380386505969228361580099397140455968809946389430301338333145524201808094257846833730676502069476059007859886666960210431618183946,664464659347091089325329348986329772350060708203599401864920951734991742158315278886637325136219554585876858338306056299206051935058233694480317761364381751089712571062002292873969397762876489391003218557775518845321609368572544812201459405160146948069680235963710348676442954076409167752754158241414766024055570262931223335995209813254818781074614081329409179913807001245733210561654920352869434306411885331589511955622668619
785,7290459275106331655873542973989647775780330796249273754135017599045189086324175671177627161271181289406230892220641432193911791949719161883561234846920431892822928745444248443488434632408316496484157299946403862599761559308969054439077969839468784990800535823602916866081680996876125017555302980476389343820738665616577640953109916265318067152608721423216011202849662688738357225728482975427983367552570305862146110293922702510,2351991750861849192062252821437908199314601887000639284314400499827609955951525437184998596188264461208296192926954550578700692125881127521602749015579801965776969760121181353088122438271766899275343358649943738532872047125284160265917428169647471009778141259058573074976945131990027198005356053868934796020126164687632593732831218298040403653258183282202758720042320518721384015812710662877473438491536380854437162726703265767
